, Media,Compound,Date,Negative,Neutral,Positive,Tweets_Ago
37,@BBC,0.4767,Wed Aug 01 06:02:29 +0000 2018,0.0,0.881,0.119,38
38,@BBC,0.0,Wed Aug 01 06:02:16 +0000 2018,0.0,1.0,0.0,39
39,@BBC,0.5106,Wed Aug 01 06:02:09 +0000 2018,0.0,0.852,0.148,40
40,@BBC,-0.4023,Wed Aug 01 06:02:06 +0000 2018,0.172,0.828,0.0,41
41,@BBC,-0.5994,Wed Aug 01 06:01:57 +0000 2018,0.403,0.44,0.157,42
42,@BBC,0.4767,Wed Aug 01 06:01:52 +0000 2018,0.0,0.881,0.119,43
43,@BBC,0.4767,Wed Aug 01 06:01:31 +0000 2018,0.0,0.881,0.119,44
44,@BBC,0.0258,Wed Aug 01 06:01:08 +0000 2018,0.0,0.958,0.042,45
45,@BBC,0.0,Wed Aug 01 06:01:02 +0000 2018,0.0,1.0,0.0,46
46,@BBC,0.0,Wed Aug 01 06:00:55 +0000 2018,0.0,1.0,0.0,47
47,@BBC,-0.7964,Wed Aug 01 06:00:06 +0000 2018,0.269,0.731,0.0,48
48,@BBC,-0.6705,Wed Aug 01 05:59:56 +0000 2018,0.44,0.56,0.0,49
49,@BBC,-0.4215,Wed Aug 01 05:59:47 +0000 2018,0.271,0.542,0.187,50
50,@BBC,-0.1027,Wed Aug 01 05:59:47 +0000 2018,0.188,0.684,0.128,51
51,@BBC,0.4767,Wed Aug 01 05:59:46 +0000 2018,0.0,0.881,0.119,52
52,@BBC,0.0258,Wed Aug 01 05:59:37 +0000 2018,0.0,0.958,0.042,53
53,@BBC,0.5106,Wed Aug 01 05:59:05 +0000 2018,0.0,0.852,0.148,54
54,@BBC,0.0,Wed Aug 01 05:58:49 +0000 2018,0.0,1.0,0.0,55
55,@BBC,0.4767,Wed Aug 01 05:58:44 +0000 2018,0.0,0.881,0.119,56
56,@BBC,-0.8221,Wed Aug 01 05:58:42 +0000 2018,0.226,0.774,0.0,57
57,@BBC,0.4767,Wed Aug 01 05:58:32 +0000 2018,0.0,0.881,0.119,58
58,@BBC,0.4767,Wed Aug 01 05:58:27 +0000 2018,0.0,0.881,0.119,59
59,@BBC,-0.6597,Wed Aug 01 05:58:07 +0000 2018,0.259,0.648,0.093,60
60,@BBC,0.4767,Wed Aug 01 05:57:45 +0000 2018,0.0,0.881,0.119,61
61,@BBC,-0.4588,Wed Aug 01 05:57:42 +0000 2018,0.231,0.769,0.0,62
62,@BBC,0.4767,Wed Aug 01 05:57:39 +0000 2018,0.0,0.881,0.119,63
63,@BBC,0.0,Wed Aug 01 05:57:32 +0000 2018,0.0,1.0,0.0,64
64,@BBC,0.4767,Wed Aug 01 05:57:24 +0000 2018,0.0,0.881,0.119,65
65,@BBC,0.4767,Wed Aug 01 05:57:22 +0000 2018,0.0,0.881,0.119,66
66,@BBC,-0.901,Wed Aug 01 05:56:57 +0000 2018,0.459,0.541,0.0,67
67,@BBC,0.0258,Wed Aug 01 05:56:42 +0000 2018,0.0,0.958,0.042,68
68,@BBC,0.4767,Wed Aug 01 05:56:26 +0000 2018,0.0,0.881,0.119,69
69,@BBC,0.4767,Wed Aug 01 05:56:26 +0000 2018,0.0,0.881,0.119,70
70,@BBC,0.0258,Wed Aug 01 05:56:10 +0000 2018,0.0,0.958,0.042,71
71,@BBC,0.2568,Wed Aug 01 05:56:09 +0000 2018,0.132,0.689,0.179,72
72,@BBC,0.4767,Wed Aug 01 05:55:45 +0000 2018,0.0,0.881,0.119,73
73,@BBC,0.5106,Wed Aug 01 05:55:28 +0000 2018,0.0,0.852,0.148,74
74,@BBC,0.2732,Wed Aug 01 05:55:13 +0000 2018,0.0,0.92,0.08,75
75,@BBC,-0.4215,Wed Aug 01 05:54:56 +0000 2018,0.271,0.542,0.187,76
76,@BBC,-0.6597,Wed Aug 01 05:54:32 +0000 2018,0.259,0.648,0.093,77
77,@BBC,-0.7506,Wed Aug 01 05:54:03 +0000 2018,0.39,0.61,0.0,78
78,@BBC,0.2263,Wed Aug 01 05:54:00 +0000 2018,0.096,0.766,0.139,79
79,@BBC,0.4767,Wed Aug 01 05:53:50 +0000 2018,0.0,0.881,0.119,80
80,@BBC,-0.8221,Wed Aug 01 05:53:41 +0000 2018,0.226,0.774,0.0,81
81,@BBC,0.4215,Wed Aug 01 05:53:40 +0000 2018,0.0,0.859,0.141,82
82,@BBC,0.5106,Wed Aug 01 05:53:39 +0000 2018,0.0,0.852,0.148,83
83,@BBC,-0.5574,Wed Aug 01 05:53:21 +0000 2018,0.204,0.796,0.0,84
84,@BBC,-0.6369,Wed Aug 01 05:53:19 +0000 2018,0.412,0.588,0.0,85
85,@BBC,0.6705,Wed Aug 01 05:53:14 +0000 2018,0.085,0.628,0.287,86
86,@BBC,0.0,Wed Aug 01 05:52:53 +0000 2018,0.0,1.0,0.0,87
87,@BBC,0.4215,Wed Aug 01 05:52:50 +0000 2018,0.0,0.906,0.094,88
88,@BBC,0.5106,Wed Aug 01 05:52:33 +0000 2018,0.0,0.82,0.18,89
89,@BBC,0.4767,Wed Aug 01 05:52:28 +0000 2018,0.0,0.881,0.119,90
90,@BBC,-0.2716,Wed Aug 01 05:52:15 +0000 2018,0.117,0.81,0.073,91
91,@BBC,0.4767,Wed Aug 01 05:52:04 +0000 2018,0.0,0.881,0.119,92
92,@BBC,0.0258,Wed Aug 01 05:51:59 +0000 2018,0.0,0.95,0.05,93
93,@BBC,0.4767,Wed Aug 01 05:51:54 +0000 2018,0.0,0.881,0.119,94
94,@BBC,0.4767,Wed Aug 01 05:51:38 +0000 2018,0.0,0.881,0.119,95
95,@BBC,0.4767,Wed Aug 01 05:51:25 +0000 2018,0.0,0.881,0.119,96
96,@BBC,-0.5859,Wed Aug 01 05:51:13 +0000 2018,0.22,0.78,0.0,97
97,@BBC,0.0,Wed Aug 01 05:50:58 +0000 2018,0.0,1.0,0.0,98
98,@BBC,0.5106,Wed Aug 01 05:50:24 +0000 2018,0.0,0.852,0.148,99
99,@BBC,0.4767,Wed Aug 01 05:50:04 +0000 2018,0.0,0.881,0.119,100
100,@CBS,0.0,Wed Aug 01 06:10:17 +0000 2018,0.0,1.0,0.0,1
101,@CBS,0.0,Wed Aug 01 06:09:41 +0000 2018,0.0,1.0,0.0,2
102,@CBS,0.0,Wed Aug 01 06:08:27 +0000 2018,0.0,1.0,0.0,3
103,@CBS,0.2732,Wed Aug 01 06:07:18 +0000 2018,0.0,0.877,0.123,4
104,@CBS,0.0,Wed Aug 01 06:06:40 +0000 2018,0.0,1.0,0.0,5
105,@CBS,-0.4767,Wed Aug 01 06:05:40 +0000 2018,0.205,0.795,0.0,6
106,@CBS,-0.4588,Wed Aug 01 06:05:34 +0000 2018,0.22,0.6,0.18,7
107,@CBS,0.0,Wed Aug 01 06:05:18 +0000 2018,0.0,1.0,0.0,8
108,@CBS,0.0,Wed Aug 01 06:05:00 +0000 2018,0.0,1.0,0.0,9
109,@CBS,0.0,Wed Aug 01 06:04:35 +0000 2018,0.0,1.0,0.0,10
110,@CBS,0.0,Wed Aug 01 06:03:41 +0000 2018,0.0,1.0,0.0,11
111,@CBS,0.0,Wed Aug 01 06:02:59 +0000 2018,0.0,1.0,0.0,12
112,@CBS,-0.3818,Wed Aug 01 06:02:49 +0000 2018,0.221,0.667,0.113,13
113,@CBS,0.8507,Wed Aug 01 06:00:50 +0000 2018,0.0,0.584,0.416,14
114,@CBS,0.0,Wed Aug 01 06:00:17 +0000 2018,0.0,1.0,0.0,15
115,@CBS,0.5229,Wed Aug 01 06:00:08 +0000 2018,0.0,0.806,0.194,16
116,@CBS,0.7696,Wed Aug 01 05:59:31 +0000 2018,0.0,0.677,0.323,17
117,@CBS,-0.4215,Wed Aug 01 05:58:50 +0000 2018,0.213,0.787,0.0,18
118,@CBS,0.5244,Wed Aug 01 05:57:44 +0000 2018,0.0,0.805,0.195,19
119,@CBS,0.5951,Wed Aug 01 05:56:59 +0000 2018,0.0,0.795,0.205,20
120,@CBS,0.5673,Wed Aug 01 05:55:39 +0000 2018,0.0,0.804,0.196,21
121,@CBS,0.0,Wed Aug 01 05:55:07 +0000 2018,0.0,1.0,0.0,22
122,@CBS,0.8507,Wed Aug 01 05:54:32 +0000 2018,0.0,0.584,0.416,23
123,@CBS,0.5674,Wed Aug 01 05:54:00 +0000 2018,0.0,0.792,0.208,24
124,@CBS,0.0,Wed Aug 01 05:53:41 +0000 2018,0.0,1.0,0.0,25
125,@CBS,-0.1531,Wed Aug 01 05:53:30 +0000 2018,0.105,0.814,0.081,26
126,@CBS,0.0,Wed Aug 01 05:53:28 +0000 2018,0.0,1.0,0.0,27
127,@CBS,0.0,Wed Aug 01 05:53:17 +0000 2018,0.0,1.0,0.0,28
128,@CBS,0.0,Wed Aug 01 05:52:29 +0000 2018,0.0,1.0,0.0,29
129,@CBS,0.0,Wed Aug 01 05:52:25 +0000 2018,0.0,1.0,0.0,30
130,@CBS,0.8507,Wed Aug 01 05:52:02 +0000 2018,0.0,0.584,0.416,31
131,@CBS,0.0,Wed Aug 01 05:51:39 +0000 2018,0.0,1.0,0.0,32
132,@CBS,0.0,Wed Aug 01 05:51:34 +0000 2018,0.0,1.0,0.0,33
133,@CBS,0.0,Wed Aug 01 05:51:30 +0000 2018,0.0,1.0,0.0,34
134,@CBS,0.0,Wed Aug 01 05:51:10 +0000 2018,0.0,1.0,0.0,35
135,@CBS,0.0,Wed Aug 01 05:51:06 +0000 2018,0.0,1.0,0.0,36
136,@CBS,0.0,Wed Aug 01 05:51:02 +0000 2018,0.0,1.0,0.0,37
137,@CBS,0.0,Wed Aug 01 05:50:58 +0000 2018,0.0,1.0,0.0,38
138,@CBS,0.1531,Wed Aug 01 05:50:09 +0000 2018,0.11,0.75,0.14,39
139,@CBS,0.0,Wed Aug 01 05:50:08 +0000 2018,0.0,1.0,0.0,40
140,@CBS,-0.5574,Wed Aug 01 05:49:07 +0000 2018,0.135,0.865,0.0,41
141,@CBS,-0.5267,Wed Aug 01 05:47:46 +0000 2018,0.145,0.855,0.0,42
142,@CBS,-0.1531,Wed Aug 01 05:47:30 +0000 2018,0.118,0.789,0.092,43
143,@CBS,-0.0276,Wed Aug 01 05:46:04 +0000 2018,0.164,0.678,0.158,44
144,@CBS,0.4404,Wed Aug 01 05:41:58 +0000 2018,0.0,0.791,0.209,45
145,@CBS,0.3182,Wed Aug 01 05:40:36 +0000 2018,0.0,0.82,0.18,46
146,@CBS,-0.5147,Wed Aug 01 05:40:02 +0000 2018,0.164,0.836,0.0,47
147,@CBS,-0.3818,Wed Aug 01 05:39:31 +0000 2018,0.221,0.667,0.113,48
148,@CBS,0.6808,Wed Aug 01 05:38:01 +0000 2018,0.0,0.772,0.228,49
149,@CBS,0.3612,Wed Aug 01 05:36:20 +0000 2018,0.0,0.865,0.135,50
150,@CBS,-0.8402,Wed Aug 01 05:31:41 +0000 2018,0.31,0.69,0.0,51
151,@CBS,-0.7096,Wed Aug 01 05:30:40 +0000 2018,0.347,0.653,0.0,52
152,@CBS,0.0,Wed Aug 01 05:29:42 +0000 2018,0.0,1.0,0.0,53
153,@CBS,0.0,Wed Aug 01 05:29:19 +0000 2018,0.0,1.0,0.0,54
154,@CBS,0.0,Wed Aug 01 05:26:36 +0000 2018,0.0,1.0,0.0,55
155,@CBS,0.0,Wed Aug 01 05:24:30 +0000 2018,0.0,1.0,0.0,56
156,@CBS,0.0,Wed Aug 01 05:21:53 +0000 2018,0.0,1.0,0.0,57
157,@CBS,-0.5147,Wed Aug 01 05:21:49 +0000 2018,0.192,0.808,0.0,58
158,@CBS,0.0,Wed Aug 01 05:20:47 +0000 2018,0.0,1.0,0.0,59
159,@CBS,0.0,Wed Aug 01 05:20:02 +0000 2018,0.0,1.0,0.0,60
160,@CBS,0.5859,Wed Aug 01 05:18:46 +0000 2018,0.0,0.78,0.22,61
161,@CBS,0.5859,Wed Aug 01 05:18:17 +0000 2018,0.0,0.78,0.22,62
162,@CBS,0.0,Wed Aug 01 05:17:45 +0000 2018,0.0,1.0,0.0,63
163,@CBS,0.0,Wed Aug 01 05:17:06 +0000 2018,0.0,1.0,0.0,64
164,@CBS,0.0,Wed Aug 01 05:16:31 +0000 2018,0.0,1.0,0.0,65
165,@CBS,0.0,Wed Aug 01 05:16:26 +0000 2018,0.0,1.0,0.0,66
166,@CBS,0.7051,Wed Aug 01 05:16:25 +0000 2018,0.0,0.712,0.288,67
167,@CBS,0.0,Wed Aug 01 05:16:19 +0000 2018,0.0,1.0,0.0,68
168,@CBS,0.0,Wed Aug 01 05:16:02 +0000 2018,0.0,1.0,0.0,69
169,@CBS,0.4019,Wed Aug 01 05:15:35 +0000 2018,0.0,0.847,0.153,70
170,@CBS,-0.3818,Wed Aug 01 05:15:35 +0000 2018,0.221,0.667,0.113,71
171,@CBS,0.5859,Wed Aug 01 05:14:42 +0000 2018,0.0,0.78,0.22,72
172,@CBS,-0.296,Wed Aug 01 05:12:34 +0000 2018,0.136,0.864,0.0,73
173,@CBS,0.4574,Wed Aug 01 05:12:03 +0000 2018,0.0,0.88,0.12,74
174,@CBS,0.8506,Wed Aug 01 05:11:48 +0000 2018,0.0,0.645,0.355,75
175,@CBS,0.4404,Wed Aug 01 05:11:40 +0000 2018,0.0,0.791,0.209,76
176,@CBS,0.3237,Wed Aug 01 05:11:11 +0000 2018,0.0,0.858,0.142,77
177,@CBS,0.0,Wed Aug 01 05:11:08 +0000 2018,0.0,1.0,0.0,78
178,@CBS,-0.3818,Wed Aug 01 05:10:40 +0000 2018,0.221,0.667,0.113,79
179,@CBS,0.5859,Wed Aug 01 05:10:31 +0000 2018,0.0,0.78,0.22,80
180,@CBS,0.0,Wed Aug 01 05:09:35 +0000 2018,0.0,1.0,0.0,81
181,@CBS,0.5859,Wed Aug 01 05:08:57 +0000 2018,0.0,0.78,0.22,82
182,@CBS,0.0,Wed Aug 01 05:06:14 +0000 2018,0.0,1.0,0.0,83
183,@CBS,0.7096,Wed Aug 01 05:05:51 +0000 2018,0.0,0.723,0.277,84
184,@CBS,-0.3818,Wed Aug 01 05:05:10 +0000 2018,0.221,0.667,0.113,85
185,@CBS,-0.0418,Wed Aug 01 05:03:49 +0000 2018,0.083,0.842,0.076,86
186,@CBS,-0.3818,Wed Aug 01 05:02:37 +0000 2018,0.221,0.667,0.113,87
187,@CBS,0.8506,Wed Aug 01 05:02:29 +0000 2018,0.0,0.645,0.355,88
188,@CBS,0.7783,Wed Aug 01 05:01:05 +0000 2018,0.0,0.657,0.343,89
189,@CBS,0.0,Wed Aug 01 05:00:11 +0000 2018,0.0,1.0,0.0,90
190,@CBS,0.0,Wed Aug 01 04:58:45 +0000 2018,0.0,1.0,0.0,91
191,@CBS,0.5574,Wed Aug 01 04:58:19 +0000 2018,0.0,0.777,0.223,92
192,@CBS,0.0,Wed Aug 01 04:58:11 +0000 2018,0.0,1.0,0.0,93
193,@CBS,0.8506,Wed Aug 01 04:58:00 +0000 2018,0.0,0.645,0.355,94
194,@CBS,0.8611,Wed Aug 01 04:57:26 +0000 2018,0.0,0.653,0.347,95
195,@CBS,0.5859,Wed Aug 01 04:56:49 +0000 2018,0.0,0.703,0.297,96
196,@CBS,0.8506,Wed Aug 01 04:56:40 +0000 2018,0.0,0.645,0.355,97
197,@CBS,0.5525,Wed Aug 01 04:56:09 +0000 2018,0.167,0.569,0.264,98
198,@CBS,-0.765,Wed Aug 01 04:55:38 +0000 2018,0.223,0.777,0.0,99
199,@CBS,-0.6179,Wed Aug 01 04:55:33 +0000 2018,0.191,0.682,0.127,100
200,@CNN,0.0,Wed Aug 01 06:12:18 +0000 2018,0.0,1.0,0.0,1
201,@CNN,0.0,Wed Aug 01 06:12:17 +0000 2018,0.0,1.0,0.0,2
202,@CNN,0.5574,Wed Aug 01 06:12:17 +0000 2018,0.0,0.82,0.18,3
203,@CNN,0.0772,Wed Aug 01 06:12:17 +0000 2018,0.0,0.939,0.061,4
204,@CNN,0.0,Wed Aug 01 06:12:16 +0000 2018,0.0,1.0,0.0,5
205,@CNN,0.0,Wed Aug 01 06:12:15 +0000 2018,0.0,1.0,0.0,6
206,@CNN,-0.34,Wed Aug 01 06:12:11 +0000 2018,0.201,0.683,0.115,7
207,@CNN,0.0,Wed Aug 01 06:12:10 +0000 2018,0.0,1.0,0.0,8
208,@CNN,0.0772,Wed Aug 01 06:12:07 +0000 2018,0.0,0.947,0.053,9
209,@CNN,0.4404,Wed Aug 01 06:12:05 +0000 2018,0.0,0.873,0.127,10
210,@CNN,-0.5106,Wed Aug 01 06:12:02 +0000 2018,0.18,0.82,0.0,11
211,@CNN,0.0,Wed Aug 01 06:11:59 +0000 2018,0.0,1.0,0.0,12
212,@CNN,-0.6514,Wed Aug 01 06:11:59 +0000 2018,0.185,0.815,0.0,13
213,@CNN,0.0,Wed Aug 01 06:11:58 +0000 2018,0.0,1.0,0.0,14
214,@CNN,0.7506,Wed Aug 01 06:11:54 +0000 2018,0.0,0.758,0.242,15
215,@CNN,0.0,Wed Aug 01 06:11:53 +0000 2018,0.0,1.0,0.0,16
216,@CNN,0.5574,Wed Aug 01 06:11:51 +0000 2018,0.0,0.82,0.18,17
217,@CNN,-0.7579,Wed Aug 01 06:11:51 +0000 2018,0.317,0.683,0.0,18
218,@CNN,0.0,Wed Aug 01 06:11:51 +0000 2018,0.0,1.0,0.0,19
219,@CNN,0.7717,Wed Aug 01 06:11:51 +0000 2018,0.0,0.7,0.3,20
220,@CNN,0.7906,Wed Aug 01 06:11:50 +0000 2018,0.0,0.5,0.5,21
221,@CNN,0.0,Wed Aug 01 06:11:49 +0000 2018,0.0,1.0,0.0,22
222,@CNN,0.7339,Wed Aug 01 06:11:49 +0000 2018,0.0,0.69,0.31,23
223,@CNN,0.0,Wed Aug 01 06:11:48 +0000 2018,0.0,1.0,0.0,24
224,@CNN,0.0,Wed Aug 01 06:11:48 +0000 2018,0.0,1.0,0.0,25
225,@CNN,0.0,Wed Aug 01 06:11:46 +0000 2018,0.0,1.0,0.0,26
226,@CNN,0.7579,Wed Aug 01 06:11:46 +0000 2018,0.0,0.745,0.255,27
227,@CNN,0.0772,Wed Aug 01 06:11:45 +0000 2018,0.0,0.947,0.053,28
228,@CNN,0.6369,Wed Aug 01 06:11:45 +0000 2018,0.0,0.809,0.191,29
229,@CNN,0.5574,Wed Aug 01 06:11:42 +0000 2018,0.0,0.82,0.18,30
230,@CNN,-0.7579,Wed Aug 01 06:11:41 +0000 2018,0.245,0.755,0.0,31
231,@CNN,0.5574,Wed Aug 01 06:11:40 +0000 2018,0.0,0.82,0.18,32
232,@CNN,0.0,Wed Aug 01 06:11:40 +0000 2018,0.0,1.0,0.0,33
233,@CNN,0.0,Wed Aug 01 06:11:39 +0000 2018,0.0,1.0,0.0,34
234,@CNN,0.3612,Wed Aug 01 06:11:38 +0000 2018,0.0,0.857,0.143,35
235,@CNN,0.0,Wed Aug 01 06:11:38 +0000 2018,0.0,1.0,0.0,36
236,@CNN,0.0516,Wed Aug 01 06:11:34 +0000 2018,0.086,0.82,0.094,37
237,@CNN,0.0,Wed Aug 01 06:11:29 +0000 2018,0.0,1.0,0.0,38
238,@CNN,0.0,Wed Aug 01 06:11:29 +0000 2018,0.0,1.0,0.0,39
239,@CNN,0.5106,Wed Aug 01 06:11:29 +0000 2018,0.0,0.87,0.13,40
240,@CNN,0.296,Wed Aug 01 06:11:29 +0000 2018,0.0,0.913,0.087,41
241,@CNN,0.0,Wed Aug 01 06:11:27 +0000 2018,0.0,1.0,0.0,42
242,@CNN,0.6682,Wed Aug 01 06:11:26 +0000 2018,0.0,0.767,0.233,43
243,@CNN,0.1776,Wed Aug 01 06:11:25 +0000 2018,0.063,0.849,0.088,44
244,@CNN,-0.4728,Wed Aug 01 06:11:25 +0000 2018,0.278,0.722,0.0,45
245,@CNN,0.0,Wed Aug 01 06:11:25 +0000 2018,0.0,1.0,0.0,46
246,@CNN,-0.0258,Wed Aug 01 06:11:23 +0000 2018,0.11,0.784,0.106,47
247,@CNN,0.1027,Wed Aug 01 06:11:23 +0000 2018,0.0,0.903,0.097,48
248,@CNN,0.0,Wed Aug 01 06:11:22 +0000 2018,0.0,1.0,0.0,49
249,@CNN,-0.4101,Wed Aug 01 06:11:22 +0000 2018,0.139,0.861,0.0,50
250,@CNN,0.743,Wed Aug 01 06:11:22 +0000 2018,0.0,0.588,0.412,51
251,@CNN,0.6192,Wed Aug 01 06:11:21 +0000 2018,0.0,0.748,0.252,52
252,@CNN,0.7096,Wed Aug 01 06:11:20 +0000 2018,0.0,0.789,0.211,53
